pair,her_age,her_field,her_race,her_racepref,her_religpref,her_income,her_goal,her_datefreq,her_outfreq,her_optimism,her_wantattr,her_wantsinc,her_wantintel,her_wantfun,her_wantamb,her_wantshar,her_selfattr,her_selfsinc,her_selffun,her_selfintel,her_selfamb,his_age,his_field,his_race,his_racepref,his_religpref,his_income,his_goal,his_datefreq,his_outfreq,his_optimism,his_wantattr,his_wantsinc,his_wantintel,his_wantfun,his_wantamb,his_wantshar,his_selfattr,his_selfsinc,his_selffun,his_selfintel,his_selfamb,her_dec,his_dec,wave,samerace,interests,match,her_noincome,his_noincome,agegap,agediff,her_fit,his_fit,passions,samefield,samecareer,samegoal,outgap,dategap,racepref_max,religpref_max,fold
"(81, 111)",28.0,6.0,2.0,6.0,9.0,28317.0,5.0,5.0,2.0,5.0,10.0,10.0,20.0,20.0,20.0,20.0,8.0,7.0,8.0,7.0,7.0,27.0,8.0,4.0,7.0,1.0,,5.0,5.0,1.0,9.0,20.0,20.0,20.0,20.0,10.0,10.0,5.0,8.0,5.0,8.0,5.0,0,0,4,0,0.46,0,0,1,1.0,1.0,4.9,6.7,4,0,0,1,1.0,0.0,7.0,9.0,4
"(82, 94)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,28.0,8.0,4.0,6.0,8.0,,2.0,6.0,3.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,1,1,4,0,0.29,1,0,1,3.0,-3.0,7.3,6.5,3,0,0,0,1.0,3.0,6.0,8.0,4
"(82, 95)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,26.0,8.0,2.0,7.0,5.0,76624.0,1.0,5.0,2.0,6.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,0,0,4,0,-0.25,0,0,0,1.0,-1.0,7.5,6.93,3,0,0,1,0.0,2.0,7.0,7.0,4
"(82, 96)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,26.0,5.0,3.0,3.0,6.0,,1.0,7.0,1.0,7.0,10.0,20.0,20.0,22.0,6.0,22.0,7.0,9.0,9.0,9.0,9.0,0,1,4,0,0.56,0,0,1,1.0,-1.0,7.7,6.38,8,0,1,1,1.0,4.0,3.0,7.0,4
"(82, 97)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,29.0,10.0,2.0,4.0,1.0,35968.0,2.0,5.0,2.0,5.0,50.0,7.0,20.0,23.0,0.0,0.0,7.0,5.0,7.0,6.0,6.0,0,0,4,0,0.1,0,0,0,4.0,-4.0,5.6,8.07,1,0,1,0,0.0,2.0,4.0,7.0,4
"(82, 98)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,39.0,11.0,2.0,1.0,1.0,51725.0,4.0,4.0,2.0,5.0,40.0,20.0,15.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,0,1,4,0,0.2,0,0,0,14.0,-14.0,7.2,7.8,2,0,1,0,0.0,1.0,2.0,7.0,4
"(82, 99)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,28.0,1.0,2.0,1.0,1.0,55419.0,3.0,3.0,2.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,1,1,4,0,0.66,1,0,0,3.0,-3.0,8.8,8.2,7,0,0,0,0.0,0.0,2.0,7.0,4
"(82, 100)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,30.0,8.0,6.0,8.0,9.0,,1.0,3.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,1,0,4,1,0.43,0,0,1,5.0,-5.0,7.0,7.4,0,0,1,1,0.0,0.0,8.0,9.0,4
"(82, 101)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,22.0,8.0,4.0,3.0,2.0,,3.0,4.0,3.0,7.0,40.0,8.0,10.0,12.0,10.0,20.0,8.0,8.0,8.0,9.0,9.0,0,1,4,0,0.19,0,0,1,3.0,3.0,7.5,6.38,8,0,0,0,1.0,1.0,3.0,7.0,4
"(82, 102)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,32.0,10.0,2.0,2.0,6.0,,1.0,4.0,4.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,0,1,4,0,-0.01,0,0,1,7.0,-7.0,6.9,8.0,2,0,1,1,2.0,1.0,2.0,7.0,4
"(82, 103)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,26.0,8.0,2.0,8.0,9.0,55550.0,2.0,4.0,1.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,0,0,4,0,0.06,0,0,0,1.0,-1.0,7.5,6.75,6,0,0,0,1.0,1.0,8.0,9.0,4
"(82, 104)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,27.0,10.0,2.0,6.0,8.0,26682.0,2.0,5.0,3.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,0,1,4,0,0.52,0,0,0,2.0,-2.0,7.5,7.55,6,0,1,0,1.0,2.0,6.0,8.0,4
"(82, 105)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,25.0,1.0,1.0,1.0,1.0,41547.0,2.0,7.0,1.0,5.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,9.0,8.0,6.0,1,1,4,0,-0.08,1,0,0,0.0,0.0,7.0,6.95,2,0,0,0,1.0,4.0,2.0,7.0,4
"(82, 106)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,22.0,1.0,3.0,1.0,3.0,23361.0,5.0,7.0,3.0,5.0,10.0,20.0,35.0,10.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,0,0,4,0,0.04,0,0,0,3.0,3.0,4.8,6.55,4,0,0,0,1.0,4.0,2.0,7.0,4
"(82, 107)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,21.0,7.0,2.0,1.0,1.0,74893.0,1.0,4.0,1.0,6.0,19.0,24.0,21.0,23.0,5.0,8.0,7.0,9.0,9.0,9.0,6.0,1,1,4,0,0.71,1,0,0,4.0,4.0,7.4,7.55,3,0,1,1,1.0,1.0,2.0,7.0,4
"(82, 108)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,24.0,5.0,2.0,1.0,1.0,,1.0,6.0,3.0,5.0,10.0,20.0,35.0,20.0,0.0,15.0,4.0,8.0,3.0,7.0,2.0,1,0,4,0,0.56,0,0,1,1.0,1.0,4.6,7.0,0,0,0,1,1.0,3.0,2.0,7.0,4
"(82, 109)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,25.0,14.0,4.0,1.0,1.0,,1.0,4.0,1.0,5.0,15.0,10.0,30.0,10.0,5.0,30.0,6.0,9.0,8.0,9.0,8.0,1,1,4,0,0.66,1,0,1,0.0,0.0,7.2,5.65,7,0,0,1,1.0,1.0,2.0,7.0,4
"(82, 110)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,28.0,14.0,2.0,4.0,6.0,52804.0,2.0,6.0,1.0,6.0,20.0,20.0,15.0,15.0,5.0,25.0,7.0,9.0,8.0,8.0,7.0,0,0,4,0,0.76,0,0,0,3.0,-3.0,7.1,6.15,4,0,0,0,1.0,3.0,4.0,7.0,4
"(82, 111)",25.0,9.0,6.0,2.0,7.0,26645.0,1.0,3.0,2.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,27.0,8.0,4.0,7.0,1.0,,5.0,5.0,1.0,9.0,20.0,20.0,20.0,20.0,10.0,10.0,5.0,8.0,5.0,8.0,5.0,0,0,4,0,0.61,0,0,1,2.0,-2.0,5.7,7.3,8,0,0,0,1.0,2.0,7.0,7.0,4
"(83, 94)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,28.0,8.0,4.0,6.0,8.0,,2.0,6.0,3.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,0,1,4,0,0.54,0,1,1,7.0,7.0,7.13,5.2,2,1,1,1,2.0,0.0,6.0,8.0,4
"(83, 95)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,26.0,8.0,2.0,7.0,5.0,76624.0,1.0,5.0,2.0,6.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,0,1,4,0,0.03,0,1,0,9.0,9.0,7.31,5.78,2,1,1,0,1.0,1.0,7.0,5.0,4
"(83, 96)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,26.0,5.0,3.0,3.0,6.0,,1.0,7.0,1.0,7.0,10.0,20.0,20.0,22.0,6.0,22.0,7.0,9.0,9.0,9.0,9.0,0,0,4,1,0.32,0,1,1,9.0,9.0,7.45,5.58,3,0,0,0,0.0,1.0,3.0,6.0,4
"(83, 97)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,29.0,10.0,2.0,4.0,1.0,35968.0,2.0,5.0,2.0,5.0,50.0,7.0,20.0,23.0,0.0,0.0,7.0,5.0,7.0,6.0,6.0,0,1,4,0,0.04,0,1,0,6.0,6.0,5.0,6.2,1,0,0,1,1.0,1.0,4.0,5.0,4
"(83, 98)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,39.0,11.0,2.0,1.0,1.0,51725.0,4.0,4.0,2.0,5.0,40.0,20.0,15.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,0,1,4,0,0.26,0,1,0,4.0,-4.0,6.8,6.35,2,0,0,0,1.0,2.0,1.0,5.0,4
"(83, 99)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,28.0,1.0,2.0,1.0,1.0,55419.0,3.0,3.0,2.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,1,1,4,0,0.79,1,1,0,7.0,7.0,8.28,6.6,3,0,0,0,1.0,3.0,1.0,5.0,4
"(83, 100)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,30.0,8.0,6.0,8.0,9.0,,1.0,3.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,0,0,4,0,0.58,0,1,1,5.0,5.0,6.68,6.1,0,1,0,0,1.0,3.0,8.0,9.0,4
"(83, 101)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,22.0,8.0,4.0,3.0,2.0,,3.0,4.0,3.0,7.0,40.0,8.0,10.0,12.0,10.0,20.0,8.0,8.0,8.0,9.0,9.0,0,1,4,0,0.17,0,1,1,13.0,13.0,7.11,4.8,4,1,1,0,2.0,2.0,3.0,5.0,4
"(83, 102)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,32.0,10.0,2.0,2.0,6.0,,1.0,4.0,4.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,0,1,4,0,-0.18,0,1,1,3.0,3.0,6.23,6.2,1,0,0,0,3.0,2.0,2.0,6.0,4
"(83, 103)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,26.0,8.0,2.0,8.0,9.0,55550.0,2.0,4.0,1.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,0,1,4,0,0.0,0,1,0,9.0,9.0,7.11,4.85,3,1,1,1,0.0,2.0,8.0,9.0,4
"(83, 104)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,27.0,10.0,2.0,6.0,8.0,26682.0,2.0,5.0,3.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,0,1,4,0,0.51,0,1,0,8.0,8.0,7.09,5.95,2,0,0,1,2.0,1.0,6.0,8.0,4
"(83, 105)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,25.0,1.0,1.0,1.0,1.0,41547.0,2.0,7.0,1.0,5.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,9.0,8.0,6.0,0,1,4,0,0.09,0,1,0,10.0,10.0,6.38,5.65,1,0,0,1,0.0,1.0,1.0,5.0,4
"(83, 106)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,22.0,1.0,3.0,1.0,3.0,23361.0,5.0,7.0,3.0,5.0,10.0,20.0,35.0,10.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,0,1,4,1,0.17,0,1,0,13.0,13.0,5.02,5.2,3,0,0,0,2.0,1.0,1.0,5.0,4
"(83, 107)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,21.0,7.0,2.0,1.0,1.0,74893.0,1.0,4.0,1.0,6.0,19.0,24.0,21.0,23.0,5.0,8.0,7.0,9.0,9.0,9.0,6.0,1,1,4,0,0.72,1,1,0,14.0,14.0,7.12,6.48,1,0,0,0,0.0,2.0,1.0,5.0,4
"(83, 108)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,24.0,5.0,2.0,1.0,1.0,,1.0,6.0,3.0,5.0,10.0,20.0,35.0,20.0,0.0,15.0,4.0,8.0,3.0,7.0,2.0,0,0,4,0,0.83,0,1,1,11.0,11.0,4.94,5.85,0,0,0,0,2.0,0.0,1.0,5.0,4
"(83, 109)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,25.0,14.0,4.0,1.0,1.0,,1.0,4.0,1.0,5.0,15.0,10.0,30.0,10.0,5.0,30.0,6.0,9.0,8.0,9.0,8.0,0,1,4,0,0.81,0,1,1,10.0,10.0,7.12,4.3,4,0,0,0,0.0,2.0,1.0,5.0,4
"(83, 110)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,28.0,14.0,2.0,4.0,6.0,52804.0,2.0,6.0,1.0,6.0,20.0,20.0,15.0,15.0,5.0,25.0,7.0,9.0,8.0,8.0,7.0,0,0,4,0,0.62,0,1,0,7.0,7.0,6.91,5.15,3,0,0,1,0.0,0.0,4.0,6.0,4
"(83, 111)",35.0,8.0,3.0,1.0,5.0,,2.0,6.0,1.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,27.0,8.0,4.0,7.0,1.0,,5.0,5.0,1.0,9.0,20.0,20.0,20.0,20.0,10.0,10.0,5.0,8.0,5.0,8.0,5.0,0,0,4,0,0.4,0,1,1,8.0,8.0,5.81,6.1,3,1,1,0,0.0,1.0,7.0,5.0,4
"(84, 94)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,28.0,8.0,4.0,6.0,8.0,,2.0,6.0,3.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,0,0,4,0,0.65,0,1,1,4.0,4.0,7.65,6.0,4,0,0,1,2.0,2.0,6.0,8.0,4
"(84, 95)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,26.0,8.0,2.0,7.0,5.0,76624.0,1.0,5.0,2.0,6.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,0,0,4,0,-0.03,0,1,0,6.0,6.0,8.2,6.3,3,0,0,0,1.0,1.0,7.0,5.0,4
"(84, 96)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,26.0,5.0,3.0,3.0,6.0,,1.0,7.0,1.0,7.0,10.0,20.0,20.0,22.0,6.0,22.0,7.0,9.0,9.0,9.0,9.0,0,1,4,1,0.44,0,1,1,6.0,6.0,7.95,5.94,8,0,0,0,0.0,3.0,3.0,6.0,4
"(84, 97)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,29.0,10.0,2.0,4.0,1.0,35968.0,2.0,5.0,2.0,5.0,50.0,7.0,20.0,23.0,0.0,0.0,7.0,5.0,7.0,6.0,6.0,0,1,4,0,0.14,0,1,0,3.0,3.0,5.75,7.34,2,1,0,1,1.0,1.0,4.0,1.0,4
"(84, 98)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,39.0,11.0,2.0,1.0,1.0,51725.0,4.0,4.0,2.0,5.0,40.0,20.0,15.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,0,1,4,0,0.45,0,1,0,7.0,-7.0,7.6,7.2,3,0,0,0,1.0,0.0,1.0,1.0,4
"(84, 99)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,28.0,1.0,2.0,1.0,1.0,55419.0,3.0,3.0,2.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,1,0,4,0,0.67,0,1,0,4.0,4.0,9.5,7.6,8,0,0,0,1.0,1.0,1.0,1.0,4
"(84, 100)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,30.0,8.0,6.0,8.0,9.0,,1.0,3.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,8.0,9.0,6.0,0,0,4,0,0.62,0,1,1,2.0,2.0,7.6,6.95,0,0,0,0,1.0,1.0,8.0,9.0,4
"(84, 101)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,22.0,8.0,4.0,3.0,2.0,,3.0,4.0,3.0,7.0,40.0,8.0,10.0,12.0,10.0,20.0,8.0,8.0,8.0,9.0,9.0,0,1,4,0,0.17,0,1,1,10.0,10.0,7.9,5.66,8,0,0,0,2.0,0.0,3.0,2.0,4
"(84, 102)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,32.0,10.0,2.0,2.0,6.0,,1.0,4.0,4.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,0,1,4,0,0.1,0,1,1,0.0,0.0,7.25,7.3,3,1,0,0,3.0,0.0,2.0,6.0,4
"(84, 103)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,26.0,8.0,2.0,8.0,9.0,55550.0,2.0,4.0,1.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,0,0,4,0,0.1,0,1,0,6.0,6.0,7.9,6.05,7,0,0,1,0.0,0.0,8.0,9.0,4
"(84, 104)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,27.0,10.0,2.0,6.0,8.0,26682.0,2.0,5.0,3.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,0,0,4,0,0.68,0,1,0,5.0,5.0,8.15,6.8,7,1,0,1,2.0,1.0,6.0,8.0,4
"(84, 105)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,25.0,1.0,1.0,1.0,1.0,41547.0,2.0,7.0,1.0,5.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,9.0,8.0,6.0,1,1,4,0,0.17,1,1,0,7.0,7.0,7.35,6.45,2,0,0,1,0.0,3.0,1.0,1.0,4
"(84, 106)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,22.0,1.0,3.0,1.0,3.0,23361.0,5.0,7.0,3.0,5.0,10.0,20.0,35.0,10.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,0,1,4,1,-0.06,0,1,0,10.0,10.0,6.15,6.25,4,0,0,0,2.0,3.0,1.0,3.0,4
"(84, 107)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,21.0,7.0,2.0,1.0,1.0,74893.0,1.0,4.0,1.0,6.0,19.0,24.0,21.0,23.0,5.0,8.0,7.0,9.0,9.0,9.0,6.0,0,0,4,0,0.71,0,1,0,11.0,11.0,7.95,7.03,2,0,0,0,0.0,0.0,1.0,1.0,4
"(84, 108)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,24.0,5.0,2.0,1.0,1.0,,1.0,6.0,3.0,5.0,10.0,20.0,35.0,20.0,0.0,15.0,4.0,8.0,3.0,7.0,2.0,1,1,4,0,0.76,1,1,1,8.0,8.0,5.85,6.7,0,0,0,0,2.0,2.0,1.0,1.0,4
"(84, 109)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,25.0,14.0,4.0,1.0,1.0,,1.0,4.0,1.0,5.0,15.0,10.0,30.0,10.0,5.0,30.0,6.0,9.0,8.0,9.0,8.0,0,1,4,0,0.65,0,1,1,7.0,7.0,7.6,5.3,7,0,0,0,0.0,0.0,1.0,1.0,4
"(84, 110)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,28.0,14.0,2.0,4.0,6.0,52804.0,2.0,6.0,1.0,6.0,20.0,20.0,15.0,15.0,5.0,25.0,7.0,9.0,8.0,8.0,7.0,0,0,4,0,0.61,0,1,0,4.0,4.0,7.6,5.7,4,0,0,1,0.0,2.0,4.0,6.0,4
"(84, 111)",32.0,10.0,3.0,1.0,1.0,,2.0,4.0,1.0,7.0,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,27.0,8.0,4.0,7.0,1.0,,5.0,5.0,1.0,9.0,20.0,20.0,20.0,20.0,10.0,10.0,5.0,8.0,5.0,8.0,5.0,0,0,4,0,0.43,0,1,1,5.0,5.0,6.55,6.7,7,0,0,0,0.0,1.0,7.0,1.0,4
"(85, 94)",30.0,11.0,2.0,3.0,5.0,25589.0,2.0,6.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,28.0,8.0,4.0,6.0,8.0,,2.0,6.0,3.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,0,0,4,0,0.3,0,0,1,2.0,2.0,7.2,6.6,2,0,0,1,1.0,0.0,6.0,8.0,4
"(85, 95)",30.0,11.0,2.0,3.0,5.0,25589.0,2.0,6.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,26.0,8.0,2.0,7.0,5.0,76624.0,1.0,5.0,2.0,6.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,0,0,4,1,-0.37,0,0,0,4.0,4.0,7.4,7.2,1,0,0,0,2.0,1.0,7.0,5.0,4
"(85, 96)",30.0,11.0,2.0,3.0,5.0,25589.0,2.0,6.0,4.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,26.0,5.0,3.0,3.0,6.0,,1.0,7.0,1.0,7.0,10.0,20.0,20.0,22.0,6.0,22.0,7.0,9.0,9.0,9.0,9.0,0,1,4,0,0.71,0,0,1,4.0,4.0,7.7,6.62,4,0,0,0,3.0,1.0,3.0,6.0,4
