pair,w_age,w_field,w_field_cd,w_undergra,w_mn_sat,w_tuition,w_race,w_imprace,w_imprelig,w_from,w_zipcode,w_income,w_goal,w_date,w_go_out,w_career,w_career_c,w_sports,w_tvsports,w_exercise,w_dining,w_museums,w_art,w_hiking,w_gaming,w_clubbing,w_reading,w_tv,w_theater,w_movies,w_concerts,w_music,w_shopping,w_yoga,w_exphappy,w_expnum,w_attr1_1,w_sinc1_1,w_intel1_1,w_fun1_1,w_amb1_1,w_shar1_1,w_attr4_1,w_sinc4_1,w_intel4_1,w_fun4_1,w_amb4_1,w_shar4_1,w_attr2_1,w_sinc2_1,w_intel2_1,w_fun2_1,w_amb2_1,w_shar2_1,w_attr3_1,w_sinc3_1,w_fun3_1,w_intel3_1,w_amb3_1,w_attr5_1,w_sinc5_1,w_intel5_1,w_fun5_1,w_amb5_1,w_order,w_round,m_age,m_field,m_field_cd,m_undergra,m_mn_sat,m_tuition,m_race,m_imprace,m_imprelig,m_from,m_zipcode,m_income,m_goal,m_date,m_go_out,m_career,m_career_c,m_sports,m_tvsports,m_exercise,m_dining,m_museums,m_art,m_hiking,m_gaming,m_clubbing,m_reading,m_tv,m_theater,m_movies,m_concerts,m_music,m_shopping,m_yoga,m_exphappy,m_expnum,m_attr1_1,m_sinc1_1,m_intel1_1,m_fun1_1,m_amb1_1,m_shar1_1,m_attr4_1,m_sinc4_1,m_intel4_1,m_fun4_1,m_amb4_1,m_shar4_1,m_attr2_1,m_sinc2_1,m_intel2_1,m_fun2_1,m_amb2_1,m_shar2_1,m_attr3_1,m_sinc3_1,m_fun3_1,m_intel3_1,m_amb3_1,m_attr5_1,m_sinc5_1,m_intel5_1,m_fun5_1,m_amb5_1,m_order,m_round,wave,position,samerace,int_corr,match
"(61, 71)",28.0,German Literature,7.0,,,,2.0,1.0,5.0,"Tuscaloosa, Alabama","35,404",23988.0,1.0,5.0,2.0,Academic,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,5.0,5.0,15.0,15.0,20.0,15.0,15.0,20.0,,,,,,,40.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,7.0,10.0,7.0,,,,,,6,10,21.0,Law,1.0,,,,2.0,6.0,7.0,Minnesota,"55,345",53940.0,5.0,6.0,2.0,Pro Beach Volleyball,14.0,9.0,10.0,6.0,4.0,3.0,3.0,7.0,6.0,7.0,7.0,8.0,3.0,10.0,6.0,8.0,2.0,1.0,9.0,5.0,60.0,15.0,0.0,15.0,0.0,10.0,,,,,,,80.0,10.0,0.0,10.0,0.0,0.0,6.0,8.0,8.0,10.0,10.0,,,,,,6,10,3,9,1,-0.47,1
"(61, 72)",28.0,German Literature,7.0,,,,2.0,1.0,5.0,"Tuscaloosa, Alabama","35,404",23988.0,1.0,5.0,2.0,Academic,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,5.0,5.0,15.0,15.0,20.0,15.0,15.0,20.0,,,,,,,40.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,7.0,10.0,7.0,,,,,,5,10,22.0,Engineering,5.0,,,,2.0,8.0,1.0,"Boston, MA","2,021",,5.0,6.0,1.0,Engineer or iBanker or consultant,7.0,8.0,3.0,7.0,10.0,6.0,6.0,7.0,2.0,9.0,5.0,6.0,7.0,7.0,6.0,8.0,8.0,4.0,7.0,9.0,21.0,20.0,19.0,20.0,10.0,10.0,,,,,,,30.0,15.0,10.0,20.0,10.0,15.0,7.0,9.0,8.0,8.0,8.0,,,,,,5,10,3,9,1,0.41,0
"(61, 73)",28.0,German Literature,7.0,,,,2.0,1.0,5.0,"Tuscaloosa, Alabama","35,404",23988.0,1.0,5.0,2.0,Academic,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,5.0,5.0,15.0,15.0,20.0,15.0,15.0,20.0,,,,,,,40.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,7.0,10.0,7.0,,,,,,9,10,22.0,MBA,8.0,,,,2.0,7.0,3.0,Chicago,"6,883",,6.0,4.0,2.0,Trading,7.0,9.0,9.0,7.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,4.0,1.0,2.0,4.0,30.0,10.0,20.0,30.0,0.0,10.0,,,,,,,20.0,10.0,20.0,30.0,10.0,10.0,7.0,7.0,8.0,7.0,8.0,,,,,,9,10,3,9,1,-0.56,0
"(61, 74)",28.0,German Literature,7.0,,,,2.0,1.0,5.0,"Tuscaloosa, Alabama","35,404",23988.0,1.0,5.0,2.0,Academic,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,5.0,5.0,15.0,15.0,20.0,15.0,15.0,20.0,,,,,,,40.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,7.0,10.0,7.0,,,,,,4,10,25.0,Electrical Engineering,5.0,,,,2.0,3.0,1.0,Spain,"30,100",,5.0,7.0,2.0,Ph.D. Electrical Engineering,5.0,8.0,3.0,5.0,9.0,10.0,10.0,9.0,6.0,8.0,10.0,2.0,9.0,10.0,8.0,8.0,3.0,5.0,9.0,2.0,30.0,0.0,30.0,30.0,10.0,0.0,,,,,,,30.0,0.0,10.0,30.0,10.0,20.0,7.0,9.0,9.0,8.0,7.0,,,,,,4,10,3,9,1,0.53,0
"(61, 75)",28.0,German Literature,7.0,,,,2.0,1.0,5.0,"Tuscaloosa, Alabama","35,404",23988.0,1.0,5.0,2.0,Academic,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,5.0,5.0,15.0,15.0,20.0,15.0,15.0,20.0,,,,,,,40.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,7.0,10.0,7.0,,,,,,10,10,24.0,law,1.0,,,,6.0,3.0,3.0,Philadelphia,"33,511",40753.0,6.0,5.0,3.0,attorney,1.0,8.0,2.0,8.0,7.0,7.0,7.0,7.0,5.0,9.0,8.0,8.0,5.0,7.0,6.0,8.0,5.0,5.0,5.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,,,,,,,15.0,15.0,15.0,20.0,20.0,15.0,7.0,7.0,8.0,8.0,8.0,,,,,,10,10,3,9,0,0.28,1
"(62, 66)",26.0,law,1.0,,,,3.0,1.0,1.0,"Albuquerque, NM","87,004",28989.0,2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,30.0,10.0,20.0,20.0,10.0,10.0,,,,,,,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,5,10,29.0,Business & International Affairs,8.0,,,,3.0,1.0,1.0,Mexico,"11,000",,2.0,6.0,4.0,Private Equity Investing,7.0,4.0,2.0,3.0,6.0,4.0,3.0,3.0,6.0,4.0,8.0,6.0,4.0,8.0,4.0,6.0,4.0,2.0,5.0,3.0,20.0,25.0,15.0,15.0,53.0,20.0,,,,,,,15.0,20.0,20.0,20.0,10.0,15.0,6.0,7.0,7.0,8.0,8.0,,,,,,5,10,3,3,1,0.27,0
"(62, 67)",26.0,law,1.0,,,,3.0,1.0,1.0,"Albuquerque, NM","87,004",28989.0,2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,30.0,10.0,20.0,20.0,10.0,10.0,,,,,,,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,1,10,22.0,Law,1.0,,,,6.0,1.0,1.0,"Torrance, CA","90,503",47559.0,6.0,5.0,2.0,Lawyer or professional surfer,1.0,9.0,9.0,6.0,7.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,3.0,9.0,9.0,9.0,2.0,1.0,5.0,1.0,20.0,15.0,20.0,20.0,5.0,10.0,,,,,,,17.0,20.0,17.0,20.0,11.0,15.0,5.0,7.0,6.0,7.0,7.0,,,,,,1,10,3,3,0,0.26,1
"(62, 68)",26.0,law,1.0,,,,3.0,1.0,1.0,"Albuquerque, NM","87,004",28989.0,2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,30.0,10.0,20.0,20.0,10.0,10.0,,,,,,,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,6,10,27.0,MFA Creative Writing,6.0,,,,1.0,1.0,1.0,"St. Louis, MO","63,034",53539.0,5.0,4.0,3.0,novelist,6.0,3.0,2.0,2.0,7.0,8.0,8.0,3.0,3.0,7.0,10.0,7.0,5.0,9.0,7.0,7.0,7.0,1.0,5.0,2.0,21.0,17.0,22.0,20.0,8.0,13.0,,,,,,,18.0,15.0,17.0,14.0,20.0,16.0,6.0,8.0,7.0,8.0,8.0,,,,,,6,10,3,3,0,0.17,0
"(62, 69)",26.0,law,1.0,,,,3.0,1.0,1.0,"Albuquerque, NM","87,004",28989.0,2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,30.0,10.0,20.0,20.0,10.0,10.0,,,,,,,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,7,10,28.0,MBA,8.0,,,,2.0,2.0,2.0,"London, UK",0,,6.0,6.0,1.0,banker,7.0,10.0,7.0,5.0,5.0,3.0,2.0,1.0,3.0,9.0,8.0,2.0,4.0,7.0,6.0,7.0,2.0,1.0,3.0,0.0,50.0,10.0,30.0,10.0,0.0,0.0,,,,,,,20.0,10.0,40.0,20.0,10.0,0.0,5.0,9.0,5.0,8.0,8.0,,,,,,7,10,3,3,0,0.31,1
"(62, 70)",26.0,law,1.0,,,,3.0,1.0,1.0,"Albuquerque, NM","87,004",28989.0,2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,30.0,10.0,20.0,20.0,10.0,10.0,,,,,,,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,2,10,26.0,MBA,8.0,,,,2.0,5.0,1.0,"Boston, MA","53,705",32159.0,5.0,2.0,1.0,Investment Banking,7.0,9.0,4.0,9.0,5.0,7.0,5.0,7.0,5.0,5.0,8.0,3.0,7.0,8.0,5.0,8.0,5.0,6.0,3.0,2.0,25.0,10.0,20.0,20.0,15.0,10.0,,,,,,,20.0,5.0,25.0,30.0,15.0,5.0,8.0,6.0,8.0,9.0,6.0,,,,,,2,10,3,3,0,0.37,0
"(62, 71)",26.0,law,1.0,,,,3.0,1.0,1.0,"Albuquerque, NM","87,004",28989.0,2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,30.0,10.0,20.0,20.0,10.0,10.0,,,,,,,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,10,10,21.0,Law,1.0,,,,2.0,6.0,7.0,Minnesota,"55,345",53940.0,5.0,6.0,2.0,Pro Beach Volleyball,14.0,9.0,10.0,6.0,4.0,3.0,3.0,7.0,6.0,7.0,7.0,8.0,3.0,10.0,6.0,8.0,2.0,1.0,9.0,5.0,60.0,15.0,0.0,15.0,0.0,10.0,,,,,,,80.0,10.0,0.0,10.0,0.0,0.0,6.0,8.0,8.0,10.0,10.0,,,,,,10,10,3,3,0,0.14,0
"(62, 72)",26.0,law,1.0,,,,3.0,1.0,1.0,"Albuquerque, NM","87,004",28989.0,2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,30.0,10.0,20.0,20.0,10.0,10.0,,,,,,,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,9,10,22.0,Engineering,5.0,,,,2.0,8.0,1.0,"Boston, MA","2,021",,5.0,6.0,1.0,Engineer or iBanker or consultant,7.0,8.0,3.0,7.0,10.0,6.0,6.0,7.0,2.0,9.0,5.0,6.0,7.0,7.0,6.0,8.0,8.0,4.0,7.0,9.0,21.0,20.0,19.0,20.0,10.0,10.0,,,,,,,30.0,15.0,10.0,20.0,10.0,15.0,7.0,9.0,8.0,8.0,8.0,,,,,,9,10,3,3,0,0.33,0
"(62, 73)",26.0,law,1.0,,,,3.0,1.0,1.0,"Albuquerque, NM","87,004",28989.0,2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,30.0,10.0,20.0,20.0,10.0,10.0,,,,,,,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,3,10,22.0,MBA,8.0,,,,2.0,7.0,3.0,Chicago,"6,883",,6.0,4.0,2.0,Trading,7.0,9.0,9.0,7.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,4.0,1.0,2.0,4.0,30.0,10.0,20.0,30.0,0.0,10.0,,,,,,,20.0,10.0,20.0,30.0,10.0,10.0,7.0,7.0,8.0,7.0,8.0,,,,,,3,10,3,3,0,0.14,0
"(62, 74)",26.0,law,1.0,,,,3.0,1.0,1.0,"Albuquerque, NM","87,004",28989.0,2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,30.0,10.0,20.0,20.0,10.0,10.0,,,,,,,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,8,10,25.0,Electrical Engineering,5.0,,,,2.0,3.0,1.0,Spain,"30,100",,5.0,7.0,2.0,Ph.D. Electrical Engineering,5.0,8.0,3.0,5.0,9.0,10.0,10.0,9.0,6.0,8.0,10.0,2.0,9.0,10.0,8.0,8.0,3.0,5.0,9.0,2.0,30.0,0.0,30.0,30.0,10.0,0.0,,,,,,,30.0,0.0,10.0,30.0,10.0,20.0,7.0,9.0,9.0,8.0,7.0,,,,,,8,10,3,3,0,0.21,1
"(62, 75)",26.0,law,1.0,,,,3.0,1.0,1.0,"Albuquerque, NM","87,004",28989.0,2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,30.0,10.0,20.0,20.0,10.0,10.0,,,,,,,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,4,10,24.0,law,1.0,,,,6.0,3.0,3.0,Philadelphia,"33,511",40753.0,6.0,5.0,3.0,attorney,1.0,8.0,2.0,8.0,7.0,7.0,7.0,7.0,5.0,9.0,8.0,8.0,5.0,7.0,6.0,8.0,5.0,5.0,5.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,,,,,,,15.0,15.0,15.0,20.0,20.0,15.0,7.0,7.0,8.0,8.0,8.0,,,,,,4,10,3,3,0,0.26,0
"(63, 66)",24.0,Law,1.0,,,,4.0,1.0,3.0,"Palo Alto, California","94,306",50948.0,3.0,6.0,1.0,Undecided,10.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5.0,15.0,45.0,25.0,0.0,10.0,,,,,,,50.0,5.0,20.0,15.0,0.0,10.0,6.0,8.0,9.0,8.0,7.0,,,,,,4,10,29.0,Business & International Affairs,8.0,,,,3.0,1.0,1.0,Mexico,"11,000",,2.0,6.0,4.0,Private Equity Investing,7.0,4.0,2.0,3.0,6.0,4.0,3.0,3.0,6.0,4.0,8.0,6.0,4.0,8.0,4.0,6.0,4.0,2.0,5.0,3.0,20.0,25.0,15.0,15.0,53.0,20.0,,,,,,,15.0,20.0,20.0,20.0,10.0,15.0,6.0,7.0,7.0,8.0,8.0,,,,,,4,10,3,2,0,0.17,0
"(63, 67)",24.0,Law,1.0,,,,4.0,1.0,3.0,"Palo Alto, California","94,306",50948.0,3.0,6.0,1.0,Undecided,10.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5.0,15.0,45.0,25.0,0.0,10.0,,,,,,,50.0,5.0,20.0,15.0,0.0,10.0,6.0,8.0,9.0,8.0,7.0,,,,,,10,10,22.0,Law,1.0,,,,6.0,1.0,1.0,"Torrance, CA","90,503",47559.0,6.0,5.0,2.0,Lawyer or professional surfer,1.0,9.0,9.0,6.0,7.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,3.0,9.0,9.0,9.0,2.0,1.0,5.0,1.0,20.0,15.0,20.0,20.0,5.0,10.0,,,,,,,17.0,20.0,17.0,20.0,11.0,15.0,5.0,7.0,6.0,7.0,7.0,,,,,,10,10,3,2,0,0.03,1
"(63, 68)",24.0,Law,1.0,,,,4.0,1.0,3.0,"Palo Alto, California","94,306",50948.0,3.0,6.0,1.0,Undecided,10.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5.0,15.0,45.0,25.0,0.0,10.0,,,,,,,50.0,5.0,20.0,15.0,0.0,10.0,6.0,8.0,9.0,8.0,7.0,,,,,,5,10,27.0,MFA Creative Writing,6.0,,,,1.0,1.0,1.0,"St. Louis, MO","63,034",53539.0,5.0,4.0,3.0,novelist,6.0,3.0,2.0,2.0,7.0,8.0,8.0,3.0,3.0,7.0,10.0,7.0,5.0,9.0,7.0,7.0,7.0,1.0,5.0,2.0,21.0,17.0,22.0,20.0,8.0,13.0,,,,,,,18.0,15.0,17.0,14.0,20.0,16.0,6.0,8.0,7.0,8.0,8.0,,,,,,5,10,3,2,0,0.41,0
"(63, 69)",24.0,Law,1.0,,,,4.0,1.0,3.0,"Palo Alto, California","94,306",50948.0,3.0,6.0,1.0,Undecided,10.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5.0,15.0,45.0,25.0,0.0,10.0,,,,,,,50.0,5.0,20.0,15.0,0.0,10.0,6.0,8.0,9.0,8.0,7.0,,,,,,6,10,28.0,MBA,8.0,,,,2.0,2.0,2.0,"London, UK",0,,6.0,6.0,1.0,banker,7.0,10.0,7.0,5.0,5.0,3.0,2.0,1.0,3.0,9.0,8.0,2.0,4.0,7.0,6.0,7.0,2.0,1.0,3.0,0.0,50.0,10.0,30.0,10.0,0.0,0.0,,,,,,,20.0,10.0,40.0,20.0,10.0,0.0,5.0,9.0,5.0,8.0,8.0,,,,,,6,10,3,2,0,0.02,0
"(63, 70)",24.0,Law,1.0,,,,4.0,1.0,3.0,"Palo Alto, California","94,306",50948.0,3.0,6.0,1.0,Undecided,10.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5.0,15.0,45.0,25.0,0.0,10.0,,,,,,,50.0,5.0,20.0,15.0,0.0,10.0,6.0,8.0,9.0,8.0,7.0,,,,,,1,10,26.0,MBA,8.0,,,,2.0,5.0,1.0,"Boston, MA","53,705",32159.0,5.0,2.0,1.0,Investment Banking,7.0,9.0,4.0,9.0,5.0,7.0,5.0,7.0,5.0,5.0,8.0,3.0,7.0,8.0,5.0,8.0,5.0,6.0,3.0,2.0,25.0,10.0,20.0,20.0,15.0,10.0,,,,,,,20.0,5.0,25.0,30.0,15.0,5.0,8.0,6.0,8.0,9.0,6.0,,,,,,1,10,3,2,0,0.63,0
"(63, 71)",24.0,Law,1.0,,,,4.0,1.0,3.0,"Palo Alto, California","94,306",50948.0,3.0,6.0,1.0,Undecided,10.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5.0,15.0,45.0,25.0,0.0,10.0,,,,,,,50.0,5.0,20.0,15.0,0.0,10.0,6.0,8.0,9.0,8.0,7.0,,,,,,9,10,21.0,Law,1.0,,,,2.0,6.0,7.0,Minnesota,"55,345",53940.0,5.0,6.0,2.0,Pro Beach Volleyball,14.0,9.0,10.0,6.0,4.0,3.0,3.0,7.0,6.0,7.0,7.0,8.0,3.0,10.0,6.0,8.0,2.0,1.0,9.0,5.0,60.0,15.0,0.0,15.0,0.0,10.0,,,,,,,80.0,10.0,0.0,10.0,0.0,0.0,6.0,8.0,8.0,10.0,10.0,,,,,,9,10,3,2,0,-0.32,0
"(63, 72)",24.0,Law,1.0,,,,4.0,1.0,3.0,"Palo Alto, California","94,306",50948.0,3.0,6.0,1.0,Undecided,10.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5.0,15.0,45.0,25.0,0.0,10.0,,,,,,,50.0,5.0,20.0,15.0,0.0,10.0,6.0,8.0,9.0,8.0,7.0,,,,,,8,10,22.0,Engineering,5.0,,,,2.0,8.0,1.0,"Boston, MA","2,021",,5.0,6.0,1.0,Engineer or iBanker or consultant,7.0,8.0,3.0,7.0,10.0,6.0,6.0,7.0,2.0,9.0,5.0,6.0,7.0,7.0,6.0,8.0,8.0,4.0,7.0,9.0,21.0,20.0,19.0,20.0,10.0,10.0,,,,,,,30.0,15.0,10.0,20.0,10.0,15.0,7.0,9.0,8.0,8.0,8.0,,,,,,8,10,3,2,0,0.21,0
"(63, 73)",24.0,Law,1.0,,,,4.0,1.0,3.0,"Palo Alto, California","94,306",50948.0,3.0,6.0,1.0,Undecided,10.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5.0,15.0,45.0,25.0,0.0,10.0,,,,,,,50.0,5.0,20.0,15.0,0.0,10.0,6.0,8.0,9.0,8.0,7.0,,,,,,2,10,22.0,MBA,8.0,,,,2.0,7.0,3.0,Chicago,"6,883",,6.0,4.0,2.0,Trading,7.0,9.0,9.0,7.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,4.0,1.0,2.0,4.0,30.0,10.0,20.0,30.0,0.0,10.0,,,,,,,20.0,10.0,20.0,30.0,10.0,10.0,7.0,7.0,8.0,7.0,8.0,,,,,,2,10,3,2,0,-0.23,0
"(63, 74)",24.0,Law,1.0,,,,4.0,1.0,3.0,"Palo Alto, California","94,306",50948.0,3.0,6.0,1.0,Undecided,10.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5.0,15.0,45.0,25.0,0.0,10.0,,,,,,,50.0,5.0,20.0,15.0,0.0,10.0,6.0,8.0,9.0,8.0,7.0,,,,,,7,10,25.0,Electrical Engineering,5.0,,,,2.0,3.0,1.0,Spain,"30,100",,5.0,7.0,2.0,Ph.D. Electrical Engineering,5.0,8.0,3.0,5.0,9.0,10.0,10.0,9.0,6.0,8.0,10.0,2.0,9.0,10.0,8.0,8.0,3.0,5.0,9.0,2.0,30.0,0.0,30.0,30.0,10.0,0.0,,,,,,,30.0,0.0,10.0,30.0,10.0,20.0,7.0,9.0,9.0,8.0,7.0,,,,,,7,10,3,2,0,0.59,0
"(63, 75)",24.0,Law,1.0,,,,4.0,1.0,3.0,"Palo Alto, California","94,306",50948.0,3.0,6.0,1.0,Undecided,10.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5.0,15.0,45.0,25.0,0.0,10.0,,,,,,,50.0,5.0,20.0,15.0,0.0,10.0,6.0,8.0,9.0,8.0,7.0,,,,,,3,10,24.0,law,1.0,,,,6.0,3.0,3.0,Philadelphia,"33,511",40753.0,6.0,5.0,3.0,attorney,1.0,8.0,2.0,8.0,7.0,7.0,7.0,7.0,5.0,9.0,8.0,8.0,5.0,7.0,6.0,8.0,5.0,5.0,5.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,,,,,,,15.0,15.0,15.0,20.0,20.0,15.0,7.0,7.0,8.0,8.0,8.0,,,,,,3,10,3,2,0,0.16,0
"(64, 66)",27.0,Social Work,11.0,,,,4.0,6.0,3.0,New York,"11,375",38022.0,2.0,6.0,5.0,social worker,9.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,3.0,2.0,10.0,25.0,25.0,10.0,10.0,20.0,,,,,,,20.0,15.0,15.0,20.0,15.0,15.0,8.0,8.0,6.0,9.0,9.0,,,,,,2,10,29.0,Business & International Affairs,8.0,,,,3.0,1.0,1.0,Mexico,"11,000",,2.0,6.0,4.0,Private Equity Investing,7.0,4.0,2.0,3.0,6.0,4.0,3.0,3.0,6.0,4.0,8.0,6.0,4.0,8.0,4.0,6.0,4.0,2.0,5.0,3.0,20.0,25.0,15.0,15.0,53.0,20.0,,,,,,,15.0,20.0,20.0,20.0,10.0,15.0,6.0,7.0,7.0,8.0,8.0,,,,,,2,10,3,10,0,-0.07,0
"(64, 67)",27.0,Social Work,11.0,,,,4.0,6.0,3.0,New York,"11,375",38022.0,2.0,6.0,5.0,social worker,9.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,3.0,2.0,10.0,25.0,25.0,10.0,10.0,20.0,,,,,,,20.0,15.0,15.0,20.0,15.0,15.0,8.0,8.0,6.0,9.0,9.0,,,,,,8,10,22.0,Law,1.0,,,,6.0,1.0,1.0,"Torrance, CA","90,503",47559.0,6.0,5.0,2.0,Lawyer or professional surfer,1.0,9.0,9.0,6.0,7.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,3.0,9.0,9.0,9.0,2.0,1.0,5.0,1.0,20.0,15.0,20.0,20.0,5.0,10.0,,,,,,,17.0,20.0,17.0,20.0,11.0,15.0,5.0,7.0,6.0,7.0,7.0,,,,,,8,10,3,10,0,0.39,0
